Constituency Name,Candidate surname,Candidate First Name,Result,Count Number,Non-Transferable,Occurred On Count,Required To Reach Quota,Required To Save Deposit,Transfers,Votes,Total Votes,Constituency Number,Candidate Id
Tipperary,GOLDSBORO,IMELDA,,1,0,0,9550,0,0,4082,4082,36,189
Tipperary,HANNIIGAN,JOE,,1,0,0,8917,0,0,4715,4715,36,190
Tipperary,HEALY,SEAMUS,,1,0,0,7803,0,0,5829,5829,36,191
Tipperary,KELLY,ALAN,,1,0,0,5775,0,0,7857,7857,36,192
Tipperary,LOWRY,MICHAEL,Elected,1,0,1,0,0,0,14802,14802,36,193
Tipperary,MCGRATH,MATTIE,,1,0,0,4311,0,0,9321,9321,36,194
Tipperary,"NEWMAN JULIAN,",MARY,,1,0,0,8706,0,0,4926,4926,36,195
Tipperary,O'DONNELL,ROB,,1,0,0,10462,239,0,3170,3170,36,196
Tipperary,SKEHAN,MARESE,,1,0,0,13450,3227,0,182,182,36,197
Waterford,BUTLER,MARY,,1,0,0,4108,0,0,6644,6644,38,161
Waterford,CLEARY,DR RONAN,,1,0,0,9703,1640,0,1049,1049,38,163
Waterford,CULLINANE,DAVID,Elected,1,0,1,0,0,0,20569,20569,38,164
Waterford,CUMMINS,JOHN,,1,0,0,6160,0,0,4592,4592,38,165
Waterford,DUNPHY,UNA,,1,0,0,9599,1536,0,1153,1153,38,166
Waterford,GEOGHEGAN,DAMIEN,,1,0,0,6463,0,0,4289,4289,38,167
Waterford,MULLIGAN,EDDIE,,1,0,0,8098,35,0,2654,2654,38,168
Waterford,O CATHASAIGH,MARC,,1,0,0,6756,0,0,3996,3996,38,169
Waterford,PHILLIPS,BERNADETTE,,1,0,0,10428,2365,0,324,324,38,170
Waterford,PRATT,JOHN,,1,0,0,7254,0,0,3498,3498,38,171
Waterford,SHANAHAN,MATT,,1,0,0,5762,0,0,4990,4990,38,172
Wexford,BROWNE,JAMES,,1,0,0,4455,0,0,8058,8058,40,196
Wexford,Byrne,Malcolm,,1,0,0,6368,0,0,6145,6145,40,197
Wexford,Carthy,Ger,,1,0,0,9489,105,0,3024,3024,40,199
Wexford,Codd,Jim,,1,0,0,10995,1611,0,1518,1518,40,200
Wexford,D'Arcy,Michael,,1,0,0,6041,0,0,6472,6472,40,201
Wexford,Howlin,Brendan,,1,0,0,3290,0,0,9223,9223,40,202
Wexford,Kehoe,Paul,,1,0,0,6176,0,0,6337,6337,40,203
Wexford,McDonald,Lisa,,1,0,0,11162,1778,0,1351,1351,40,204
Wexford,Murphy,Bart James,,1,0,0,12445,3061,0,68,68,40,205
Wexford,Murphy,Verona,,1,0,0,6688,0,0,5825,5825,40,206
Wexford,Mythen,Johnny,Elected,1,0,1,0,0,0,18717,18717,40,207
Wexford,O'Shea,Seanie,,1,0,0,11688,2304,0,825,825,40,208
Wexford,Roseingrave,Paula,,1,0,0,10485,1101,0,2028,2028,40,209
Wexford,Sheehan,Michael,,1,0,0,8147,0,0,4366,4366,40,210
Wexford,Wadding,Deirdre,,1,0,0,11397,2013,0,1116,1116,40,211
Wicklow,BEHAN,JOE,,1,0,0,8899,0,0,2988,2988,41,183
Wicklow,BRADY,JOHN,Elected,1,0,1,0,0,0,17297,17297,41,185
Wicklow,BRIGGS,SHARON,,1,0,0,10850,1935,0,1037,1037,41,186
Wicklow,CASEY,PAT,,1,0,0,7414,0,0,4473,4473,41,187
Wicklow,CONNOR,SEAMUS,,1,0,0,10836,1921,0,1051,1051,41,188
Wicklow,COX,VALERIE,,1,0,0,10082,1167,0,1805,1805,41,189
Wicklow,DONNELLY,STEPHEN,,1,0,0,6420,0,0,5467,5467,41,190
Wicklow,DOYLE,ANDREW,,1,0,0,6947,0,0,4940,4940,41,191
Wicklow,DUNNE,TOM,,1,0,0,11409,2494,0,478,478,41,192
Wicklow,FITZGERALD,ANTHONY,,1,0,0,11808,2893,0,79,79,41,193
Wicklow,GUNNING,EILEEN,,1,0,0,11488,2573,0,399,399,41,194
Wicklow,HARRIS,SIMON,,1,0,0,3122,0,0,8765,8765,41,195
Wicklow,KEDDY,CHARLIE,,1,0,0,11668,2753,0,219,219,41,196
Wicklow,KING,WILLIAM,,1,0,0,11867,2952,0,20,20,41,197
Wicklow,LARKIN,JOHN JOSEPH,,1,0,0,11714,2799,0,173,173,41,198
Wicklow,MATTHEWS,STEVEN,,1,0,0,6253,0,0,5634,5634,41,199
Wicklow,O BRIEN,PAUL,,1,0,0,10160,1245,0,1727,1727,41,200
Wicklow,SNELL,JOHN,,1,0,0,8837,0,0,3050,3050,41,201
Wicklow,TIMMINS,BILLY,,1,0,0,7208,0,0,4679,4679,41,202
Wicklow,WHITMORE,JENNIEFER,,1,0,0,4848,0,0,7039,7039,41,203
